Study No,Title,Author(s),Publication_Type,Journal_Name,year_submitted,year_published,Test,The original or translated version of  assessment tool?,Country ,Research Design,Research Design Details,Research Design Details Supporting Quote,Math_level,School_level,University,Grade,Number of Classes,teaching_method_category,teaching_method,teaching_method_quote,Implementation Year,Test_year,test_year_source,percent_female,percent_female_quote,Application Time of Posttest,number_who_took_Pre_test,Pre-score,Pre-Score Supporting Quote,standard_deviation_pre,number_who_took_Post_test,post_score,Supporting Quote For Post Test Score,post_standard_deviatation,number_who_took_test_matched,students_in_row,Supporting Quote for Students in Row,students_in_row_estimate,students_in_row,students_in_row_cat,students_in_row_category,lecture_size,lecture_size_cat,lecture_size_category,lab_size,lab_size_cat,lab_size_category,lab size justification,Supporting Quote for Class Size,students_in_row_source,,Effect Size,Hake_gain_reported,Supporting Quote for Hake Gain,gain_source,Hake_Gain_calculated,Hake_gain,keep_this_row,Comment,Carnegie_classification_name,BASIC2010,LabelBasic,IPUG2010,IPGRAD2010,UGPROFILE2010,ENRPROFILE2010,SIZESET2010,ENG2010,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CC2000,ENROLLMENT,OBEREG,ICLEVEL,CONTROL,LOCALE,ACCRED,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2005,2005,,0.293929713,TABLE III,,,25,Table III,,,49.82428115,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.331,0.33,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,193,26.23834197,Table III,,193,53.84196891,Table III,,193,,,400-600,500,201-500,4,500,201-500,4,23.80952381,0-50,1,,,500,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
,Reducing the gender gap in the physics classroom: How sufficient is interactive engagement?,"Steven J. Pollock, Noah D. Finkelstein, and Lauren E. Kost",Journal Article,Physical Review  Special Topics-Physics Education Research,,2007,BEMA,,USA,,,,CALC,,University of Colorado at Boulder,,1,Peer Instruction,IE,"""The first-semester courses in this study employed varying degrees of interactive engagement IE similar to those in the Harvard study. IE2 courses employed student discussions around ConcepTests,4 online homework systems,5 Tutorials, 6 and voluntary help-room sessions on problem-solving homework. The class environment is described in detail in prior work.7 These are similar though not identical to the IE2 conditions of the Harvard study. IE1 courses were in the same environment but did not include the Tutorials; rather, these classes included traditional recitation sessions where TAs and students worked homework problems individually with occasional sessions of small-group work around materials from the textbook publisher.""",2004,2004,,0.25388601,TABLE III,,,26.23834197,Table III,,,53.84196891,Table III,,,,,,,,,,,,23.80952381,0-50,1,,,,,,,,,0.374,0.37,TRUE,,University of Colorado at Boulder,15,Doctoral,8,15,12,4,15,0,15,8,15,13,4,15,15,33010,7,1,1,13,5,
